serno,qa1,qa2,qa3,qa4,qa5a,qa5b,qa5c,qa6,qa7a,qa7b,qa7c,qa7d,qa7e,qa8a,qa8b,qa8c,qa8d,qa8e,qa8f,qa8g,qa8h,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qb2a,qb2b,qb3,qb4,qb6a,qb6b,qb6c,qb6d,qb7a,qb7b,qb7c,qb8,qc1a,qc1b,qc1c,qc1d,qc2a,qc2b,qc2c,qc2d,qc2e,qc2f,qc3,qd1,qd3,qd4,qd5a,qd5b,qd5c,qe1,qe2,qe3,qe11,qe13,qe14,qe15
1111010,3,1,24,24,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,3,2,3,4,3,3,3,3,4,2,3,3,2,3,2,2,2,2,3,2,2,1,2,2,1,2,2,3,2,2,1,1,1,2,2,2,1,6,2,8,1,2,1
1111010,4,1,40,40,2,5,2,5,2,2,1,1,3,2,2,4,2,3,5,3,2,4,3,5,5,5,5,4,4,1,2,4,5,3,5,4,5,5,4,2,3,2,2,3,4,2,3,3,5,4,1,2,1,2,3,3,1,6,2,8,1,2,1
1111010,5,1,40,48,1,2,2,2,3,2,2,2,4,2,3,3,3,3,2,2,2,4,5,5,5,5,5,1,4,1,1,4,3,3,4,3,3,3,3,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,7,2,8,1,2,1
1111010,4,1,40,50,2,2,2,4,2,3,2,1,4,2,2,2,4,2,4,2,2,4,4,5,3,4,4,2,4,1,3,2,2,2,3,2,3,2,2,2,2,4,4,2,2,2,2,4,4,2,1,3,1,2,2,2,1,7,2,9,1,2,1
1111010,5,1,40,45,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,4,5,4,5,5,5,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,8,2,9,1,2,1
1111010,1,1,20,44,2,4,4,3,4,3,2,1,4,3,2,3,3,3,1,4,1,4,4,4,4,4,4,4,3,4,2,2,3,3,3,2,2,3,3,3,2,1,1,2,1,3,2,,2,3,2,3,1,2,3,3,1,5,2,9,3,2,1
1111015,1,,,,2,,,1,1,1,1,1,1,1,2,3,2,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,,,
1111015,4,1,38,38,2,3,3,3,4,4,3,2,2,2,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,,,,1,5,2,11,1,1,
1111015,3,1,39,39,2,3,1,3,2,3,2,3,4,2,3,3,2,3,3,1,2,4,5,4,5,3,5,3,3,4,2,3,5,4,3,4,3,3,4,3,2,2,2,3,4,4,2,1,3,3,3,,,,,,1,5,2,9,1,1,1
1111015,1,1,42,42,5,5,3,4,1,1,1,1,2,1,1,1,1,1,2,2,1,5,5,5,5,5,5,5,5,4,1,1,1,1,,1,1,1,1,1,1,3,1,,,,1,1,1,1,2,,,,,,1,5,2,11,1,1,1
1111015,3,1,84,84,1,3,2,2,3,3,2,4,4,3,3,3,2,2,4,2,3,3,3,3,4,4,3,1,4,4,2,3,3,4,4,2,2,2,3,2,,1,1,2,1,2,1,1,2,2,2,2,2,,,,1,7,2,11,1,1,1
1111015,5,1,37,39,1,3,3,4,2,1,2,2,1,2,2,3,2,2,2,2,2,2,4,3,5,4,4,3,4,4,3,3,3,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,3,,2,,,,2,5,3,11,1,1,1
1111015,4,1,,,3,5,1,3,1,1,1,1,2,2,2,2,2,2,3,2,1,3,5,5,5,5,5,4,4,5,3,2,2,2,2,1,2,,2,3,2,1,1,2,1,1,1,1,1,1,3,,,,,,2,4,1,12,1,1,1
1111015,4,1,42,42,1,2,2,2,2,4,2,2,2,2,2,2,4,4,4,2,2,2,3,3,3,3,4,2,4,1,3,4,3,3,5,4,4,4,4,2,2,2,3,2,2,3,3,3,3,2,3,,,,,,1,5,1,13,1,1,1
1111015,4,1,84,84,2,3,2,4,4,3,1,1,4,3,3,4,4,4,2,2,2,3,4,2,5,5,5,2,4,4,1,5,,5,5,4,5,5,5,2,3,4,4,3,4,4,2,4,3,3,2,,2,,,,1,5,2,12,3,1,1
1111015,3,1,40,40,2,3,2,2,1,1,1,1,2,2,2,1,4,4,4,2,2,3,5,4,4,5,5,2,4,4,2,5,4,4,5,5,5,5,3,1,4,4,4,4,2,2,2,4,4,4,3,2,2,,,,2,4,1,10,1,2,1
1111015,3,1,,,2,4,2,3,2,1,1,2,1,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,,,,,,1,6,2,11,1,2,1
1111015,4,1,94,97,2,3,2,3,1,1,1,1,1,2,1,1,3,3,2,2,2,3,3,3,3,3,3,1,3,1,1,3,3,3,4,3,3,2,2,2,2,2,3,3,2,2,2,3,2,2,3,,2,,,,1,5,2,14,1,2,1
1111018,5,1,18,18,1,2,4,4,2,2,2,3,4,3,3,4,4,4,4,4,2,2,3,3,4,4,3,3,3,4,3,4,4,3,4,3,3,4,4,2,3,3,2,3,3,3,2,2,3,3,1,1,1,3,3,3,2,7,2,5,1,1,1
1111018,1,1,3,7,2,2,3,2,2,1,1,1,2,2,2,3,2,3,3,3,2,3,5,4,5,5,5,2,4,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,3,,4,,,,2,6,2,1,1,2,1
1111018,5,1,8,8,3,4,2,3,2,4,,,,2,2,2,2,2,2,2,2,5,5,5,5,5,5,3,4,1,3,3,3,3,,3,3,3,2,3,4,2,2,2,2,2,2,2,2,2,3,,,,,,2,7,2,1,1,2,1
1111018,3,1,,,2,2,3,3,2,2,2,2,4,2,2,2,2,3,4,3,2,4,5,5,5,5,5,3,4,3,2,3,2,2,3,2,2,3,,2,2,2,2,2,2,2,2,3,2,2,3,1,1,,,,2,5,2,3,1,2,1
1111018,5,1,22,22,2,4,,3,2,1,1,2,2,1,2,2,2,2,3,3,2,5,5,5,5,5,5,4,4,3,2,2,3,2,3,3,3,3,3,1,1,1,1,2,2,2,1,2,2,2,1,,1,,,,2,6,2,4,1,2,1
1111018,3,1,20,23,2,3,2,4,1,1,1,1,3,2,1,1,2,2,2,2,2,3,3,3,4,4,4,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,2,7,2,4,1,2,1
1111018,5,1,21,24,1,1,2,3,2,4,2,3,2,1,2,2,2,2,2,2,1,3,4,4,5,4,4,4,5,2,3,2,2,3,3,2,3,4,4,1,1,1,1,4,4,3,3,3,3,3,1,,2,,,,2,6,2,5,1,2,1
1111018,5,1,28,30,1,1,1,1,2,2,1,1,2,1,1,2,2,2,3,2,2,3,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,3,2,,,,2,6,2,7,1,2,1
1111018,4,1,40,56,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,1,3,4,3,5,5,5,2,4,4,2,4,4,3,3,4,3,4,3,2,2,2,2,2,2,3,2,3,3,3,1,1,,,,,2,4,2,11,1,2,1
1111018,3,1,35,40,2,3,2,3,2,2,2,2,4,2,2,2,2,3,3,2,2,4,5,4,4,5,5,4,4,4,3,2,2,3,3,2,3,,3,2,2,2,2,2,3,2,2,2,2,1,1,3,1,,,,1,6,2,11,1,2,1
1111018,3,1,,7,3,4,2,3,,3,3,3,4,2,2,2,3,3,2,2,2,4,5,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,2,2,2,,,2,,2,2,2,2,,4,,,,2,8,2,1,1,2,5
1112001,5,1,44,28,2,,2,5,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,,5,5,1,1,1,,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,9,,9,1,,
1112001,5,1,38,38,3,2,2,3,2,4,3,2,4,3,3,3,4,3,5,3,3,3,4,4,5,4,5,3,3,1,2,3,3,3,2,3,3,,3,2,,3,3,3,3,,,,3,3,2,,3,,,,1,9,2,4,1,2,1
1112001,5,1,20,20,1,4,5,3,1,1,1,1,1,2,2,1,5,3,3,5,3,3,3,5,3,5,3,5,2,1,1,3,2,3,1,3,4,3,3,1,2,2,2,3,4,2,2,4,3,2,3,,2,,,,2,6,2,5,1,2,1
1112001,5,1,40,50,1,3,1,3,1,1,1,1,1,2,2,1,,1,5,5,2,2,2,2,2,3,4,3,3,1,2,2,2,,2,2,3,3,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,,,,1,9,2,6,1,2,1
1112002,4,1,14,14,2,4,4,2,4,4,4,4,4,3,4,4,2,3,2,2,4,3,3,3,3,3,3,4,4,2,2,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,,2,,,,1,4,1,,,,
1112002,5,1,25,25,2,4,2,4,1,1,1,1,3,1,1,1,2,2,2,1,2,3,4,4,5,5,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,,,,2,7,2,,,,
1112002,2,1,39,58,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,4,5,4,4,1,2,6,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,3,3,3,2,2,2,1,5,2,13,1,1,1
1112002,5,1,14,16,1,4,1,4,1,1,1,1,1,1,2,2,2,1,2,1,1,4,5,4,5,5,5,4,5,1,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,,,,,,2,6,2,2,1,2,1
1112002,5,1,16,16,2,4,2,2,2,2,2,1,1,2,2,2,2,2,4,2,2,4,5,4,3,3,5,4,4,2,1,2,3,2,3,4,4,4,3,4,3,2,2,3,3,2,2,3,3,2,3,,1,3,3,3,2,7,2,3,1,2,1
1112002,2,1,37,40,2,3,2,2,1,1,1,1,,3,4,3,2,2,4,2,3,2,5,,,4,5,3,3,4,3,2,3,3,2,3,2,2,3,2,2,2,4,3,3,2,2,2,2,4,3,3,1,,,,1,6,2,5,1,2,1
1112002,2,1,39,39,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,3,5,4,5,4,5,3,4,4,3,3,3,4,2,3,4,3,1,2,2,2,2,3,3,2,3,3,2,3,3,3,1,3,2,3,1,5,1,12,1,1,2
1112003,3,1,40,40,1,3,1,3,2,2,1,1,1,2,2,2,3,3,3,2,2,4,4,5,5,4,5,2,3,1,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4,4,1,3,,,,,2,6,3,4,1,1,1
1112003,3,1,30,30,2,2,5,3,3,2,2,3,3,5,4,4,4,4,4,5,4,2,2,2,3,3,3,2,4,2,4,3,4,4,3,5,5,5,4,2,2,3,4,4,4,4,5,4,4,4,3,,1,3,,,1,4,2,8,1,1,1
1112003,3,1,40,40,2,3,2,3,4,2,2,3,3,4,,3,3,3,5,4,3,5,5,5,5,5,5,3,4,5,1,5,5,5,5,5,4,5,3,5,5,5,3,5,5,5,5,5,5,4,1,,1,2,3,3,1,8,2,8,1,1,1
1112003,5,1,40,40,2,4,3,3,4,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,5,5,4,4,1,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,2,1,3,1,2,2,2,1,6,2,10,1,1,1
1112003,3,1,40,48,2,3,2,2,2,2,1,2,1,2,2,2,2,3,3,2,2,5,5,5,5,3,3,4,4,2,3,2,2,2,2,2,2,,3,2,3,2,2,3,2,2,3,3,2,3,3,,,,,,1,5,1,10,13,1,1
1112003,5,1,40,40,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,2,2,5,5,5,5,5,5,4,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,6,1,9,1,2,1
1112003,5,1,46,46,1,2,2,2,2,2,2,2,4,2,2,3,2,5,4,2,3,2,3,5,4,5,5,2,4,1,1,2,2,2,2,3,3,3,3,2,2,1,1,3,3,3,3,4,2,2,2,3,1,3,3,3,2,8,4,9,1,2,1
1112003,5,1,39,39,2,3,3,1,3,1,1,1,4,3,2,3,,,4,,2,5,5,5,3,5,3,4,4,1,3,3,4,2,3,3,3,2,3,2,3,3,4,5,4,3,2,3,4,3,1,3,2,,,,1,6,1,10,1,2,1
1112003,5,1,40,40,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,2,3,2,3,3,3,3,3,1,2,2,2,2,3,3,3,2,2,2,1,1,2,2,2,3,3,2,2,1,3,1,2,2,2,1,6,1,10,1,2,1
1112003,5,1,40,40,1,3,3,1,3,4,2,3,2,4,3,3,2,4,4,4,3,3,3,3,3,3,3,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,3,1,4,4,3,1,7,2,10,1,2,1
1112003,5,1,41,45,2,2,2,3,1,1,1,1,1,2,2,3,2,2,2,2,2,3,4,5,5,5,5,4,4,1,3,1,1,1,1,2,2,2,2,4,2,2,2,4,2,2,2,4,1,1,2,1,1,2,2,2,,,,11,1,2,1
1112003,5,3,41,39,3,3,2,4,1,2,1,2,2,2,3,2,2,3,2,2,2,2,4,2,4,2,4,4,4,1,1,2,2,2,2,2,2,3,2,2,2,2,3,2,2,1,2,2,1,2,2,3,1,3,2,3,1,7,2,13,1,2,1
1112003,3,1,40,40,1,3,3,4,2,2,2,2,1,2,1,2,3,2,3,2,2,4,5,4,4,5,5,4,3,5,2,2,2,1,3,1,1,2,2,2,3,2,2,3,2,2,2,4,3,1,1,1,1,2,2,2,2,4,2,9,3,2,1
1112003,4,1,,,1,5,2,5,4,4,4,4,4,2,2,1,2,2,2,,1,5,5,4,5,3,4,4,4,1,2,,2,2,,1,1,1,2,5,2,1,1,4,2,2,2,2,2,1,1,2,1,2,2,2,1,7,2,7,14,2,1
1112003,3,1,30,30,1,,2,2,2,2,2,1,1,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,4,2,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,3,,2,,,,1,4,1,8,14,2,1
1112003,5,1,8,40,2,4,,4,1,,,,,3,3,3,2,4,4,4,4,2,3,3,3,3,4,4,4,1,2,2,3,3,3,3,3,3,4,4,3,2,2,3,3,3,3,3,3,3,1,,1,2,3,3,1,7,2,10,14,2,1
1112003,1,3,30,30,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,3,3,,,,,1,4,1,7,8,6,1
1112005,3,2,12,12,2,3,2,3,1,1,1,1,1,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,2,3,1,1,1,1,2,2,,2,3,3,1,2,2,2,2,2,2,2,1,3,,,,,,2,5,2,2,,2,1
1112005,5,1,40,40,2,4,3,1,1,1,1,1,1,2,1,2,3,3,3,2,2,4,5,5,4,5,5,4,4,4,1,3,3,3,4,3,3,3,2,1,2,2,2,3,3,3,3,3,3,2,3,,2,,,,1,6,2,7,1,2,1
1112005,3,1,36,36,2,,2,2,,,,,,2,2,2,1,2,3,2,2,5,5,4,5,5,5,,,3,3,1,2,2,1,2,2,2,2,,,2,2,,2,2,,2,2,2,1,,5,2,,,2,4,2,6,3,2,1
1112005,5,1,27,5,2,1,2,1,1,2,1,1,2,1,2,1,2,2,4,2,1,,,,,4,,4,4,1,3,1,1,1,2,2,2,3,3,1,4,2,2,2,2,2,1,3,2,2,3,,2,,,,2,7,1,7,13,2,1
1112006,2,3,35,45,1,2,3,1,1,2,1,2,2,2,1,2,2,1,4,3,2,3,4,3,4,4,4,2,3,5,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,1,7,2,,,,
1112006,4,1,31,31,2,3,4,2,2,2,1,1,4,2,4,4,4,4,4,4,3,3,2,2,2,2,2,3,3,4,1,2,4,3,3,3,5,5,3,2,3,2,3,5,4,4,3,4,5,4,3,,1,2,3,3,2,7,3,8,1,1,1
1112006,2,1,,10,2,2,2,1,1,2,1,2,3,1,3,,2,2,2,1,1,3,5,3,4,3,4,2,5,4,3,2,2,2,5,4,4,4,3,1,2,1,1,3,3,2,1,3,4,3,1,3,1,3,2,3,1,4,1,11,1,1,1
1112006,5,1,40,50,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,1,3,3,4,3,,,4,1,4,5,2,1,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,7,2,13,1,1,1
1112006,4,1,6,16,2,4,2,3,3,3,3,3,4,2,1,3,3,2,3,2,2,4,5,4,5,5,5,3,3,3,3,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,5,3,4,1,2,1
1112006,5,1,35,40,1,1,5,1,2,2,1,2,1,2,2,2,1,2,2,5,1,3,4,4,3,4,3,4,4,3,3,4,4,4,,4,4,4,2,2,1,1,1,4,4,4,4,1,4,4,1,2,1,4,4,4,2,7,4,10,1,2,1
1112006,5,1,38,5,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,4,5,4,4,4,5,3,3,2,5,3,4,4,2,2,2,2,3,3,3,3,2,2,3,3,1,3,1,3,3,4,1,8,2,13,1,2,1
1112006,4,1,38,42,2,1,4,4,2,3,1,4,4,4,4,4,3,3,3,,2,4,2,3,3,3,2,2,5,3,2,4,4,4,4,4,3,4,3,2,3,2,4,3,4,4,3,3,4,3,1,1,1,3,4,4,2,5,1,11,3,2,1
1112006,1,2,37,37,,,4,4,1,2,1,2,1,1,2,2,2,2,4,3,2,5,5,5,5,5,5,5,5,6,2,3,4,2,3,4,3,4,3,1,3,2,1,3,4,4,3,2,3,3,3,,,,,,2,5,3,6,17,2,1
1112006,5,1,38,40,1,1,4,1,2,3,2,2,2,2,3,3,3,3,3,4,1,3,4,3,4,4,5,1,4,2,2,4,4,3,5,3,3,4,5,1,3,4,3,4,4,3,4,2,4,3,1,2,1,1,3,2,1,7,1,13,6,1,3
1112007,4,1,40,40,4,5,,4,2,2,1,1,1,5,3,3,5,5,3,2,5,5,5,5,4,5,4,5,5,1,1,2,2,2,2,4,4,3,3,1,2,3,2,4,4,4,2,5,2,4,1,3,1,2,2,2,2,4,1,10,1,1,1
1112007,1,1,39,39,2,4,2,3,1,1,1,1,4,2,2,2,3,3,2,2,3,4,5,5,5,5,5,4,4,3,2,2,2,,3,4,5,5,3,1,2,2,3,,,,,,,3,1,,1,1,4,2,2,4,,11,1,1,1
1112007,5,1,36,36,2,2,3,4,3,2,1,1,4,4,3,3,4,4,2,3,4,3,3,4,4,5,4,4,4,2,4,3,3,3,2,3,3,4,4,2,3,3,3,3,2,3,2,2,2,2,1,,4,3,3,3,2,7,2,10,1,2,1
1112007,4,1,50,70,1,1,2,1,2,3,3,2,3,2,2,2,3,3,2,3,1,3,5,3,4,3,5,1,3,4,3,3,2,3,3,2,2,3,1,1,1,1,1,2,1,1,2,2,2,3,1,3,1,2,2,2,1,6,2,14,13,2,1
1112007,4,1,36,36,3,4,3,3,3,4,3,4,4,2,2,3,2,2,5,3,2,5,5,5,5,5,5,,,,,,,,,,,,,3,2,2,2,3,3,2,3,2,2,2,2,,1,,,,2,7,3,8,17,2,1
1112008,5,1,16,21,2,4,,1,2,2,2,2,2,2,3,4,5,5,2,,2,4,5,5,5,5,5,4,5,3,2,4,4,4,4,4,4,4,4,2,2,2,1,3,3,3,,4,4,4,1,,1,3,,2,1,9,2,10,3,,
1112008,3,1,21,21,3,3,,4,3,1,2,1,1,2,2,3,2,4,4,,4,4,5,5,4,4,5,5,5,3,1,4,4,3,2,4,4,4,4,2,3,4,3,4,2,3,2,3,3,4,1,,1,2,,4,2,7,1,5,1,1,1
1112008,4,1,36,40,2,3,2,3,2,3,2,2,4,2,2,3,2,3,3,3,2,3,5,4,5,4,5,3,4,4,3,2,3,3,2,4,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,,1,3,3,3,1,6,2,10,1,1,1
1112008,4,1,,50,2,1,3,2,2,2,2,2,2,2,2,3,2,2,2,3,1,3,3,4,4,4,4,2,4,4,3,2,2,3,2,4,3,4,4,2,2,2,2,3,3,3,2,2,3,2,1,1,1,1,1,3,2,7,3,13,1,1,1
1112008,5,1,37,50,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,4,2,3,3,4,3,4,6,3,1,1,1,1,1,2,3,1,2,1,1,1,2,2,2,2,1,2,1,2,,1,,,,2,7,2,14,1,1,1
1112008,5,1,35,35,2,2,3,2,1,1,1,2,1,1,1,1,3,2,2,2,2,3,4,4,4,4,5,3,5,2,3,3,3,3,4,3,3,3,2,2,3,2,3,3,3,3,2,2,3,3,2,3,1,3,3,3,2,8,2,14,1,1,1
1112008,4,1,35,48,3,2,5,3,1,1,1,1,1,2,1,2,3,3,3,5,2,3,5,4,5,5,5,2,4,1,2,3,3,,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,5,1,10,3,1,1
1112008,4,1,,39,,2,,,,,,,,,,1,,,,,,2,,,,,,2,,5,3,,,,1,,,,1,3,,,2,,,,,,2,2,3,,3,,,2,2,7,2,,1,2,1
1112008,5,1,31,40,1,1,4,4,1,1,1,1,2,2,2,2,3,3,3,4,2,2,3,2,3,2,4,2,5,1,3,4,4,4,4,4,4,4,3,2,4,2,2,4,4,4,4,4,4,4,3,3,1,3,3,3,2,5,2,9,1,2,1
1112008,5,1,40,50,2,4,3,2,1,2,1,1,2,2,1,1,2,2,2,2,1,3,5,4,5,5,5,4,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,3,3,3,2,7,2,13,3,2,1
1112008,5,1,18,19,2,2,4,2,2,1,1,1,1,2,2,4,4,3,2,3,2,4,4,4,4,4,4,4,4,2,1,3,3,3,3,4,4,4,4,1,1,1,2,4,4,4,4,2,2,3,2,1,1,3,2,2,2,7,2,10,3,5,1
1112008,4,1,40,60,2,2,5,1,3,2,1,1,1,4,3,5,5,5,2,5,4,1,1,2,1,1,3,2,2,1,1,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,4,3,4,5,1,3,1,2,3,2,2,6,2,13,3,1,2
1112008,5,1,,,2,2,4,4,2,1,2,1,1,2,2,3,3,2,2,4,4,1,1,1,1,1,1,2,4,1,1,5,5,5,5,5,5,5,5,2,5,3,4,5,5,5,2,3,5,4,1,3,1,1,,2,1,7,1,11,1,1,5
1112008,5,3,35,35,1,,,1,2,1,1,1,1,2,1,1,3,3,4,4,1,3,3,3,4,4,4,4,4,3,2,2,3,3,4,3,3,3,3,1,3,1,1,3,3,3,3,3,3,3,3,1,1,3,3,3,2,8,3,11,1,2,5
1112011,2,2,15,15,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,5,5,5,5,5,5,3,3,4,3,2,2,2,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,3,2,2,,,,2,4,1,3,1,1,1
1112011,3,1,37,45,3,3,3,4,3,3,2,2,4,3,2,4,3,3,3,3,3,3,5,3,5,5,3,2,4,3,2,4,4,3,3,4,4,4,3,2,2,2,2,5,4,2,4,3,4,3,3,,2,,,,2,4,1,6,1,1,1
1112011,3,1,35,37,3,2,4,5,3,3,3,3,4,3,4,4,5,5,5,5,3,1,1,1,1,1,1,1,3,3,4,5,5,5,5,5,5,5,4,1,2,1,4,5,5,5,5,5,5,5,3,,2,,,,2,4,2,6,1,1,1
1112011,3,1,40,45,3,2,2,3,2,2,2,2,3,2,3,3,4,3,4,3,2,4,3,4,3,3,3,2,4,5,2,4,5,4,5,4,4,4,4,3,3,3,3,4,3,4,5,3,4,4,3,,2,,,,1,4,1,7,1,1,1
1112011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,,,,1,8,2,12,1,1,1
1112011,1,3,40,50,2,3,2,2,2,2,2,2,2,1,1,2,3,2,2,2,1,3,5,4,5,3,3,1,3,3,3,5,3,3,,4,4,4,3,1,2,2,2,4,3,3,4,2,3,3,3,,,,,,1,2,1,6,1,2,1
1112011,3,3,39,39,2,4,2,3,2,1,2,2,3,2,2,2,3,2,4,3,1,4,3,4,4,5,4,2,4,5,2,2,2,,5,3,2,3,4,4,2,2,2,4,2,3,3,2,5,4,2,,,,,,1,4,2,6,1,2,1
1112011,5,2,,38,3,3,2,3,3,3,3,3,4,2,2,3,3,3,3,3,3,5,5,5,5,5,5,3,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,,,,1,9,2,6,1,2,1
1112011,4,1,37,45,2,2,3,3,1,2,1,1,3,2,2,2,3,2,3,3,3,3,3,3,4,5,5,2,4,1,2,2,3,2,2,3,3,3,2,2,2,2,2,4,3,3,3,2,3,4,2,,2,,,,1,7,2,7,1,2,1
1112012,4,2,1,1,2,5,3,2,1,2,1,1,1,2,2,2,4,4,4,2,2,3,5,4,5,5,5,3,5,1,3,5,5,5,5,5,,,4,3,3,2,2,3,3,3,3,3,3,3,3,,,,,,2,6,2,2,1,1,1
1112012,2,1,40,40,1,4,2,1,1,1,1,1,3,2,4,3,2,4,5,3,2,3,2,2,3,2,3,4,4,4,1,2,4,1,2,3,2,4,4,1,4,2,3,2,2,3,4,5,3,1,3,3,4,,,,1,2,1,6,1,1,1
1112012,2,1,20,20,2,5,2,3,2,3,3,2,3,3,2,3,1,3,2,2,2,5,5,5,5,5,5,4,4,6,3,2,,2,,,,,3,2,3,2,3,,2,,2,,3,3,3,,,,,,1,2,1,3,13,1,1
1112012,5,2,8,16,3,4,4,3,2,2,2,2,3,3,2,2,3,3,5,5,2,5,4,5,5,5,4,3,3,1,2,3,4,3,5,3,3,4,4,2,2,2,3,2,3,3,2,4,3,2,1,,,,,,1,5,1,1,1,2,1
1112012,5,2,2,2,2,3,4,2,1,1,1,1,1,2,2,2,2,4,4,4,2,3,4,3,4,4,4,4,1,1,3,4,3,4,4,4,5,,5,2,4,4,3,4,4,4,4,4,4,4,3,3,,,,,1,6,2,1,1,2,1
1112012,2,2,1,1,3,5,2,3,1,1,1,1,4,1,1,1,,1,1,3,1,5,5,5,5,5,5,5,5,1,3,1,,,,1,1,,3,3,2,2,2,,,,,,2,3,3,,,,,,1,8,2,1,1,2,1
1112012,5,2,36,36,2,1,1,2,2,3,1,1,3,1,1,2,3,3,3,3,2,4,4,3,5,5,5,3,3,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,2,6,2,6,1,2,1
1112012,5,1,32,50,2,4,2,4,4,3,3,3,3,1,1,1,1,1,1,1,1,2,3,2,5,5,5,5,5,2,3,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,6,1,7,1,2,1
1112012,3,1,40,48,2,2,4,2,2,2,1,1,4,2,2,2,4,3,4,4,2,5,5,4,4,4,5,2,4,2,2,4,4,4,2,4,4,4,3,2,2,3,3,4,4,2,2,2,2,3,3,3,1,2,2,4,1,4,2,9,1,2,1
1112012,4,1,40,40,2,4,3,4,1,1,1,1,1,2,2,2,3,2,3,3,2,4,5,5,5,5,5,4,5,4,2,2,1,2,2,3,3,4,3,2,2,2,3,3,3,3,2,2,3,2,3,,1,,,,2,6,2,10,1,2,1
